VIN,brand,model,trim,manufacture_year,mileage,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state,MPG
 1FTEX1CG3JFC55594,Ford,F-150,Lariat SuperCab 6.5' Box 2WD,2018,195296, Automatic,RWD,Gas,White,Gray,3,1,Personaluse,17420,4, GA,23.0
 1N4BL4BV1LC204511,Nissan,Altima,2.5 S FWD,2020,61596, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,20998,2, AZ,33.5
 1C4PJMDX7KD364504,Jeep,Cherokee,Limited 4WD,2019,36445, Automatic,4WD,Gas,White,Black,0,2,Personaluse,22980,3, NJ,23.0
 1C6RR7LT4GS317880,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2016,79206, Automatic,4WD,Gas,Red,Black,0,2,Personaluse,24450,6, PA,19.5
 WDC0G4JB2KF593504,Mercedes-Benz,GLC,GLC 300 RWD,2019,85966, Automatic,RWD,Gas,Black,Black,0,2,Personaluse,26561,3, FL,24.5
 3FA6P0H71HR178637,Ford,Fusion,SE FWD,2017,99812, Automatic,FWD,Gas,Black,Black,1,2,Fleetuse,13788,5, FL,26.5
 4JGDF6EE0KB227747,Mercedes-Benz,GLS,GLS 450 4MATIC SUV,2019,32899, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,50955,3, FL,19.0
 3N1AB7AP7KY338882,Nissan,Sentra,SV CVT,2019,108401, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,12992,3, SC,33.0
 5YFEPRAE4LP038518,Toyota,Corolla,LE CVT,2020,33136, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,20998,2, NC,34.0
 2FMPK3J96LBA74125,Ford,Edge,SEL FWD,2020,51539, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,25588,2, TX,25.0
 3FA6P0HD3FR304533,Ford,Fusion,SE FWD,2015,128374, Automatic,FWD,Gas,Silver,Black,0,4,Fleetuse,10897,7, TX,28.0
 1N4BL4BV1LC207361,Nissan,Altima,2.5 S FWD,2020,61262, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,21999,2, NV,33.5
 1FTEW1E46KFC20426,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,127724, Automatic,4WD,Gas,Gray,Gray,2,1,Fleetuse,28995,3, NC,20.5
 1G1ZD5ST1LF071329,Chevrolet,Malibu,LT,2020,69797, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,21964,2, GA,32.5
 1FTFW1E45KFB52043,Ford,F-150,XLT SuperCrew 6.5' Box 4WD,2019,63758, Automatic,4WD,Gas,Red,Gray,0,1,Personaluse,37794,3, VA,19.0
 1C4RJFBG4KC840818,Jeep,Grand Cherokee,Limited 4WD,2019,24988, Automatic,4WD,Gas,Black,Black,1,1,Personaluse,30400,3, UT,21.5
 JM3KFADM2K1551268,Mazda,CX-5,Grand Touring FWD,2019,48661, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,24968,3, TX,28.0
 5YFEPRAE1LP090947,Toyota,Corolla,LE CVT,2020,45593, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,20900,2, FL,34.0
 3FMCR9C6XMRA87673,Ford,Bronco Sport,Outer Banks,2021,209, Automatic,4WD,Gas,Black,Black,0,0,Personaluse,31560,1, CA,26.5
 1FADP3F24EL433677,Ford,Focus,SE Sedan,2014,121395, Automatic,FWD,Gas,Blue,Black,0,5,Fleetuse,6499,8, CA,31.0
 3FA6P0HR3DR138619,Ford,Fusion,SE FWD,2013,154044, Automatic,FWD,Gas,White,Black,0,2,Personaluse,7399,9, MD,28.0
 1G1ZD5ST6LF089115,Chevrolet,Malibu,LT,2020,48530, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,22998,2, MO,32.5
 1FM5K7D83JGC05616,Ford,Explorer,XLT FWD,2018,12209, Automatic,FWD,Gas,Gray,Black,2,2,Personaluse,27200,4, TX,20.5
 3GNCJKSB9LL153771,Chevrolet,Trax,LS FWD,2020,29356, Automatic,FWD,Gas,Gray,Black,1,1,Personaluse,17500,2, TX,28.5
 2C3CDZAG5JH131508,Dodge,Challenger,SXT RWD Automatic,2018,37726, Automatic,RWD,Gas,Black,Black,1,3,Personaluse,22200,4, TX,24.5
 1FTFW1EF2GFA55813,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2016,251236, Automatic,4WD,Gas,Blue,Gray,0,3,Personaluse,17997,6, PA,20.0
 1HGCT1B39DA021996,Honda,Accord,LX-S Coupe I4 Automatic,2013,134239, Automatic,FWD,Gas,Black,Black,1,4,Fleetuse,8534,9, TX,30.5
 3GNCJLSB0KL113552,Chevrolet,Trax,LT FWD,2019,118720, Automatic,FWD,Gas,Black,Black,1,1,Personaluse,14998,3, NC,28.5
 1C4PJLDB5HW517800,Jeep,Cherokee,Limited FWD,2017,92555, Automatic,FWD,Gas,White,Beige,0,2,Fleetuse,14790,5, NC,25.5
 1C4PJMDX2KD138001,Jeep,Cherokee,Limited 4WD,2019,20900, Automatic,4WD,Gas,Gray,Black,1,1,Personaluse,25000,3, ID,23.0
 2C4RC1BG4ER325357,Chrysler,Town Country,Touring,2014,146962, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,8994,8, VA,21.0
 1HGCV1F13KA088674,Honda,Accord,LX 1.5T CVT,2019,39470, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,21995,3, NY,34.0
 5YFEPRAE5LP121911,Toyota,Corolla,LE CVT,2020,45155, Automatic,FWD,Gas,White,Black,0,1,Personaluse,21097,2, TN,34.0
 2T3WFREV4JW408614,Toyota,RAV4,XLE FWD,2018,166598, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,16000,4, TX,26.5
 1G1ZD5ST8LF029952,Chevrolet,Malibu,LT,2020,65930, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,20350,2, WA,32.5
 1G1ZD5ST8LF089259,Chevrolet,Malibu,LT,2020,57097, Automatic,FWD,Gas,White,Black,0,2,Personaluse,21388,2, AZ,32.5
 1G1ZD5ST2LF091038,Chevrolet,Malibu,LT,2020,61250, Automatic,FWD,Gas,White,Black,0,1,Personaluse,20559,2, MD,32.5
 1GNEVHKW6JJ203243,Chevrolet,Traverse,LT Leather with 3LT AWD,2018,51447, Automatic,AWD,Gas,White,Black,1,3,Personaluse,28000,4, ID,21.0
 5TFRX5GN4KX138832,Toyota,Tacoma,SR Access Cab 6' Bed I4 2WD Automatic,2019,94551, Automatic,RWD,Gas,White,Gray,0,1,Fleetuse,22499,3, CA,21.5
 3N1AB7AP5KY288953,Nissan,Sentra,SV CVT,2019,92244, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,13500,3, CA,33.0
 5UXTR9C57KLE11591,BMW,X3,xDrive30i AWD,2019,93097, Automatic,AWD,Gas,White,Black,0,1,Personaluse,25990,3, NJ,25.5
 19XFB2E58FE039598,Honda,Civic,LX Sedan Manual,2015,135668, Manual,FWD,Gas,Gray,Gray,1,2,Personaluse,9985,7, TX,32.0
 1FTEW1E51KKC44763,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2019,96358, Automatic,4WD,Gas,White,Black,0,1,Personaluse,33995,3, MT,21.5
 1FTEW1EP9HKD58293,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2017,98835, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,25447,5, TX,20.0
 1FTEW1EP4LKF48642,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,32713, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,37547,2, OH,20.5
 1N4BL4BV0LC254459,Nissan,Altima,2.5 S FWD,2020,32798, Automatic,FWD,Gas,White,Black,0,1,Personaluse,21740,2, AZ,33.5
 5YFEPRAEXLP073385,Toyota,Corolla,LE CVT,2020,54889, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,20400,2, FL,34.0
 1C4RJFBG0JC391457,Jeep,Grand Cherokee,Limited 4WD,2018,114052, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,22995,4, FL,21.5
 SADCM2FV9KA600663,Jaguar,F-PACE,S,2019,21528, Automatic,AWD,Gas,White,Black,0,1,Personaluse,52370,3, FL,20.5
 3GNAXHEV5KS632207,Chevrolet,Equinox,LS with 1LS FWD,2019,29805, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,21998,3, NV,29.0
 1FTEW1EG6HKD27017,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2017,71539, Automatic,4WD,Gas,Black,Gray,1,2,Personaluse,29200,5, MI,20.0
 1FTEW1E42KKC52975,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,78713, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,30988,3, OK,20.5
 1FT7W2B67HED26970,Ford,Super Duty F-250,Lariat Crew Cab 6.75' Bed 4WD,2017,177587, Automatic,4WD,Gas,White,Black,0,1,Personaluse,33990,5, CA,23.5
 5NPD84LF1LH536495,Hyundai,Elantra,SEL 2.0L IVT,2020,62080, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,19000,2, TX,35.0
 1N4BL4BV6LC135752,Nissan,Altima,2.5 S FWD,2020,62775, Automatic,FWD,Gas,White,Black,0,1,Personaluse,21999,2, NV,33.5
 5YFBURHE7JP831455,Toyota,Corolla,SE CVT,2018,44681, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,17999,4, CA,31.5
 1G1ZD5ST9LF025344,Chevrolet,Malibu,LT,2020,58888, Automatic,FWD,Gas,Gray,Black,1,1,Fleetuse,18995,2, GA,32.5
 1FM5K8D87JGA62482,Ford,Explorer,XLT 4WD,2018,64783, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,26513,4, PA,19.0
 WBXHT3C38J5K28661,BMW,X1,xDrive28i AWD,2018,74558, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,19944,4, NY,26.5
 2T1BU4EE0AC315574,Toyota,Corolla,LE Automatic,2010,98372, Automatic,FWD,Gas,Black,Gray,1,2,Personaluse,9750,12, VA,30.0
 1FTEW1E57KKC44136,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,67465, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,36999,3, MT,20.5
 1FTFW1EF2CFB46980,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2012,143152, Automatic,4WD,Gas,White,Black,0,2,Personaluse,13299,10, ND,16.5
 1C6RR7FG8JS221255,Ram,1500,"Tradesman Quad Cab 6'4"" Box 4WD",2018,211340, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,17999,4, KS,19.5
 1G1ZD5ST7LF042594,Chevrolet,Malibu,LT,2020,65156, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,19680,2, FL,32.5
 3N1AB7APXHY374512,Nissan,Sentra,S CVT,2017,99500, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,11118,5, TX,33.0
 5NMZTDLB6JH090890,Hyundai,Santa Fe Sport,Base 2.4L AWD,2018,88139, Automatic,AWD,Gas,White,Gray,0,2,Personaluse,15750,4, FL,23.0
 5UXTR7C58KLR44339,BMW,X3,sDrive30i RWD,2019,56202, Automatic,RWD,Gas,Black,Black,0,2,Fleetuse,29993,3, TX,26.5
 2GNAXVEXXK6116097,Chevrolet,Equinox,LT with 2LT AWD,2019,105109, Automatic,AWD,Gas,Black,Black,1,1,Personaluse,19987,3, KS,25.0
 1C4PJMLB4KD213173,Jeep,Cherokee,Latitude Plus 4WD,2019,122014, Automatic,4WD,Gas,Black,Black,1,1,Personaluse,16454,3, OR,25.0
 1C6RR7TT1FS648835,Ram,1500,"Outdoorsman Crew Cab 6'4"" Box 4WD",2015,143217, Automatic,4WD,Gas,Black,Gray,1,2,Personaluse,20000,7, ID,18.0
 1FTEW1C43LFA64284,Ford,F-150,King Ranch SuperCrew 5.5' Box 2WD,2020,61169, Automatic,RWD,Gas,White,Black,0,1,Personaluse,42379,2, TN,20.0
 3GNAXJEV3JL104312,Chevrolet,Equinox,LT with 1LT FWD,2018,85198, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,16970,4, IL,29.0
 2FMPK3J91LBA57703,Ford,Edge,SEL FWD,2020,51094, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,25145,2, TX,25.0
 2GNAXUEV5K6210509,Chevrolet,Equinox,LT with 1LT AWD,2019,113959, Automatic,AWD,Gas,White,Black,1,1,Fleetuse,17900,3, NC,27.5
 1C6SRFBTXKN729516,Ram,1500,"Big Horn/Lone Star Quad Cab 6'4"" Box 4WD",2019,159229, Automatic,4WD,Gas,White,Black,0,2,Personaluse,24995,3, FL,21.5
 5XXGT4L31LG413664,Kia,Optima,LX Automatic,2020,48390, Automatic,FWD,Gas,Black,Black,1,2,Personaluse,17995,2, OH,28.0
 1G1ZD5ST2LF033690,Chevrolet,Malibu,LT,2020,64921, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,20995,2, FL,32.5
 2C4RDGCG4KR773320,Dodge,Grand Caravan,SXT,2019,66506, Automatic,FWD,Gas,White,Black,0,1,Personaluse,23595,3, NC,21.0
 1FA6P0H75G5118846,Ford,Fusion,SE FWD,2016,130963, Automatic,FWD,Gas,White,Black,0,2,Personaluse,11724,6, FL,28.0
 KMHCT4AE2GU980707,Hyundai,Accent,SE Sedan Automatic,2016,102861, Automatic,FWD,Gas,Gray,Gray,0,2,Fleetuse,10700,6, FL,31.5
 2T1BURHE8HC944258,Toyota,Corolla,LE CVT,2017,45000, Automatic,FWD,Gas,Gray,Black,0,1,Fleetuse,13950,5, FL,32.0
 5UXCR6C5XKLK89529,BMW,X5,xDrive40i,2019,82033, Automatic,AWD,Gas,Blue,Brown,0,1,Personaluse,39988,3, NY,23.0
 1FTEW1EP8JFC72763,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2018,45125, Automatic,4WD,Gas,Red,Gray,0,2,Personaluse,35000,4, MD,16.5
 1FTFW1EF1GFA40140,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2016,83497, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,26999,6, CO,20.0
 1FTFW1ET1DFC41425,Ford,F-150,Limited SuperCrew 5.5' Box 4WD,2013,111691, Automatic,4WD,Gas,Red,Black,1,3,Personaluse,23991,9, OH,16.5
 5YFVPRAE5LP115297,Toyota,Corolla,LE CVT,2020,40816, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,20998,2, FL,34.0
 1FTEW1C84FKD17501,Ford,F-150,XLT SuperCrew 5.5' Box RWD,2015,114592, Automatic,RWD,Gas,White,Gray,0,2,Personaluse,19119,7, NC,21.5
 KL4CJASB7KB719214,Buick,Encore,Preferred FWD,2019,48293, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,20295,3, TX,27.5
 JTDEPRAE7LJ063305,Toyota,Corolla,LE CVT,2020,14655, Automatic,FWD,Gas,White,Black,0,2,Personaluse,23000,2, FL,34.0
 3GNAXUEV8KS670488,Chevrolet,Equinox,LT with 1LT AWD,2019,36975, Automatic,AWD,Gas,White,Black,0,1,Personaluse,24991,3, VA,27.5
 1FTEW1EB6LKD20789,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,61004, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,33395,2, CA,20.5
 KL4CJASB2KB842970,Buick,Encore,Preferred FWD,2019,70263, Automatic,FWD,Gas,White,Black,0,1,Personaluse,17400,3, ID,27.5
 1C4HJXEN2LW231478,Jeep,Wrangler,Unlimited Sahara High Altitude,2020,19469, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,43995,2, FL,21.5
 2GNAXJEV9K6249425,Chevrolet,Equinox,LT with 2FL FWD,2019,155289, Automatic,FWD,Gas,Silver,Black,0,1,Fleetuse,14999,3, GA,29.0
 5YFEPMAEXMP153886,Toyota,Corolla,LE CVT,2021,22848, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,21960,1, FL,34.0
 3GTP9EEL8KG292113,GMC,Sierra 1500,AT4 Crew Cab Short Box 4WD,2019,92285, Automatic,4WD,Gas,Black,Black,1,1,Personaluse,40000,3, VA,18.0
 4T1B11HK4JU650439,Toyota,Camry,XLE I4 Automatic,2018,14870, Automatic,FWD,Gas,Black,Beige,1,2,Personaluse,18500,4, TX,33.5
 3KPF24AD6KE008272,Kia,Forte,LXS IVT,2019,78119, Automatic,FWD,Gas,Blue,Black,0,1,Fleetuse,15915,3, PA,35.0
 5YFBURHE2EP070551,Toyota,Corolla,S Plus CVT,2014,123306, Automatic,FWD,Gas,White,Black,0,3,Personaluse,10999,8, CA,33.0
 1FTEW1C44KKC89514,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,2019,92650, Automatic,RWD,Gas,Black,Gray,0,2,Personaluse,27700,3, FL,22.0
 3N1AB7AP9KY245832,Nissan,Sentra,SV CVT,2019,55930, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,16995,3, NC,33.0
 1G1ZD5ST7LF039436,Chevrolet,Malibu,LT,2020,61270, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,20695,2, FL,32.5
 1GCNCNEH7HZ320271,Chevrolet,Silverado 1500,WT Regular Cab Long Box 2WD,2017,113449, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,15995,5, SC,21.0
 1FTFW1E52KFC66574,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,33975, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,40800,3, NC,20.5
 2C4RDGBG5KR586623,Dodge,Grand Caravan,SE,2019,130296, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,14800,3, NC,21.0
 2C4RDGCG4KR689126,Dodge,Grand Caravan,SXT,2019,51122, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,22547,3, TX,21.0
 2GNAXSEV6J6134849,Chevrolet,Equinox,LT with 1LT AWD,2018,60470, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,19837,4, PA,27.5
 1GC4YNEY9MF106925,Chevrolet,Silverado 2500HD,LT Crew Cab Standard Bed 4WD,2021,146944, Automatic,4WD,Diesel,White,Black,0,1,Personaluse,46495,1, TX,30.0
 JN1BJ1CV4LW254057,Nissan,Rogue Sport,S FWD,2020,45908, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,21695,2, TX,28.5
 1FTEW1E56KKC37503,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,60766, Automatic,4WD,Gas,Gray,Gray,0,2,Personaluse,34500,3, MO,20.5
 3GKALPEV9LL271496,GMC,Terrain,SLT FWD,2020,52996, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,27384,2, TX,28.0
 1FM5K8D84JGC29123,Ford,Explorer,XLT 4WD,2018,68321, Automatic,4WD,Gas,White,Black,0,3,Personaluse,28797,4, FL,19.0
 JN8AT2MV9JW329036,Nissan,Rogue,SL AWD,2018,120581, Automatic,AWD,Gas,Black,Gray,0,1,Personaluse,16859,4, NE,28.5
 2GNAXJEVXJ6193381,Chevrolet,Equinox,LT with 1LT FWD,2018,41679, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,19895,4, MI,29.0
 3GNCJKSB4LL186077,Chevrolet,Trax,LS FWD,2020,36440, Automatic,FWD,Gas,Gray,Black,1,1,Personaluse,17320,2, TN,28.5
 5NPE24AF8GH387615,Hyundai,Sonata,SE 2.4L,2016,91890, Automatic,FWD,Gas,White,Gray,0,3,Personaluse,13493,6, CA,31.5
 WD4PF0CD4KP098087,Mercedes-Benz,Sprinter  ,"2500 High Roof V6 144"" RWD",2019,8272, Automatic,RWD,Diesel,Gray,Black,0,3,Fleetuse,49495,3, VA,21.0
 5N1AT2MT1JC710127,Nissan,Rogue,SL FWD,2018,113819, Automatic,FWD,Gas,Black,Black,0,2,Fleetuse,14980,4, FL,29.5
 KNAGM4A73F5631971,Kia,Optima,LX,2015,173385, Automatic,FWD,Gas,Gray,Black,0,2,Fleetuse,7495,7, CA,28.5
 1N4AL3AP8GC190069,Nissan,Altima,2.5 S,2016,72792, Automatic,FWD,Gas,White,Black,0,2,Fleetuse,15994,6, CA,33.0
 WDDGF4HB6DR293856,Mercedes-Benz,C-Class,C 250 Luxury Sedan RWD,2013,102231, Automatic,RWD,Gas,Black,Black,2,5,Personaluse,10997,9, TX,26.0
 1FTEW1C42LFA24715,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,2020,63165, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,28854,2, CA,22.0
 1FM5K7D85EGA07660,Ford,Explorer,XLT FWD,2014,158104, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,10999,8, TX,20.5
 1FT7W2B61KEE69744,Ford,Super Duty F-250,Lariat 4WD Crew Cab 6.75' Box,2019,77357, Automatic,4WD,Gas,White,Black,0,1,Personaluse,47779,3, ID,23.5
 1N4BL4DV0KC217861,Nissan,Altima,SV FWD,2019,164174, Automatic,FWD,Gas,White,Black,0,1,Personaluse,13900,3, NJ,33.5
 1G1ZD5ST5LF103506,Chevrolet,Malibu,LT,2020,36666, Automatic,FWD,Gas,Gray,Black,1,1,Fleetuse,23999,2, MO,32.5
 1GNERKKW3KJ156899,Chevrolet,Traverse,Premier with 1LZ FWD,2019,95525, Automatic,FWD,Gas,White,Black,2,1,Personaluse,29988,3, LA,22.5
 1FTEW1EP7MFA34293,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2021,21778, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,43944,1, GA,20.5
 1G1ZD5ST6LF085212,Chevrolet,Malibu,LT,2020,55209, Automatic,FWD,Gas,Black,Black,0,1,Fleetuse,21999,2, TX,32.5
 4JGDF6EE0KB202167,Mercedes-Benz,GLS,GLS 450 4MATIC SUV,2019,37439, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,51940,3, FL,19.0
 1FTEW1EB3KFC10970,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,62893, Automatic,4WD,Gas,White,Gray,1,2,Personaluse,33888,3, IN,20.5
 1GCUYDED2KZ109054,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,2019,141452, Automatic,4WD,Gas,White,Black,0,1,Personaluse,27999,3, CA,20.5
 1FTFW1ET2EFB41707,Ford,F-150,Limited SuperCrew 5.5' Box 4WD,2014,88412, Automatic,4WD,Gas,White,Black,0,5,Personaluse,29888,8, CO,18.0
 1FTEW1C53LKD50703,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,2020,57748, Automatic,RWD,Gas,Blue,Gray,1,1,Personaluse,29950,2, AZ,22.0
 1GYKNBRS5HZ151881,Cadillac,XT5,Luxury FWD,2017,104564, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,17996,5, FL,23.0
 1G1ZD5ST8LF090296,Chevrolet,Malibu,LT,2020,62156, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,19751,2, FL,32.5
 3FA6P0H7XJR106082,Ford,Fusion,SE FWD,2018,103698, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,13198,4, VA,26.5
 1FTEW1EG8KFB85365,Ford,F-150,Limited SuperCrew 5.5' Box 4WD,2019,30979, Automatic,4WD,Gas,Black,Beige,0,2,Personaluse,55664,3, IN,19.0
 4T1B11HK9KU266433,Toyota,Camry,L Automatic,2019,136993, Automatic,FWD,Gas,Gray,Gray,1,1,Personaluse,17695,3, FL,35.0
 1C4PJMBB3FW511046,Jeep,Cherokee,Trailhawk 4WD,2015,224984, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,11574,7, CA,22.0
 1C4PJMLX9KD102954,Jeep,Cherokee,Latitude Plus 4WD,2019,45039, Automatic,4WD,Gas,White,Black,0,1,Personaluse,24986,3, WI,25.0
 1FADP3F28EL348793,Ford,Focus,SE Sedan,2014,85744, Automatic,FWD,Gas,Black,Black,0,3,Fleetuse,8990,8, IL,31.0
 WA1LFAFP0EA107776,Audi,Q5,Premium Plus 2.0T quattro,2014,59930, Automatic,AWD,Gas,White,Black,0,2,Personaluse,16927,8, FL,24.0
 1FTEW1EP8KKE35226,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2019,53597, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,40000,3, KS,21.5
 JTDEPRAE5LJ047796,Toyota,Corolla,LE CVT,2020,31957, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,20944,2, FL,34.0
 3FA6P0H97HR322676,Ford,Fusion,SE FWD,2017,82951, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,13900,5, FL,26.5
 1FTEW1E41KFB52567,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,57381, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,35455,3, GA,20.5
 1G1ZD5ST4LF051592,Chevrolet,Malibu,LT,2020,52659, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,24720,2, GA,32.5
 1GCUYEED4LZ177699,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,2020,21364, Automatic,4WD,Gas,White,Black,0,1,Personaluse,46250,2, FL,20.5
 JM3KFBBM3K0520979,Mazda,CX-5,Sport AWD,2019,35414, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,18893,3, NJ,27.0
 JTHBN36F640152456,Lexus,LS,LS 430,2004,142272, Automatic,RWD,Gas,White,Brown,0,3,Personaluse,11999,18, KS,21.5
 1FT8W3B69KED52732,Ford,Super Duty F-350,King Ranch Crew Cab 6.75' Box SRW 4WD,2019,95056, Automatic,4WD,Gas,White,Black,0,2,Personaluse,52900,3, TX,23.5
 3C6RR7LT5GG232957,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2016,174253, Automatic,4WD,Gas,White,Brown,1,2,Fleetuse,17499,6, PA,19.5
 5N1AL0MM2DC314886,INFINITI,JX35,AWD,2013,112557, Automatic,AWD,Gas,Black,Gray,0,3,Personaluse,14994,9, TN,20.0
 1FTEW1EB8JFE26974,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2018,19942, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,35500,4, IL,20.5
 2C4RDGEG4KR743585,Dodge,Grand Caravan,GT,2019,68879, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,20481,3, CA,21.0
 1N4AL3AP5FN878176,Nissan,Altima,2.5,2015,151178, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,8888,7, CA,32.5
 1N4AL3AP6FC167596,Nissan,Altima,2.5 S,2015,103298, Automatic,FWD,Gas,White,Beige,0,3,Personaluse,11950,7, TX,32.5
 2C4RDGBG9KR579514,Dodge,Grand Caravan,SE,2019,99334, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,15900,3, NC,21.0
 5XYPG4A32KG509465,Kia,Sorento,LX I4 FWD,2019,88927, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,18987,3, FL,25.5
 JN8AS5MT0FW658542,Nissan,Rogue Select,S FWD,2015,102352, Automatic,FWD,Gas,White,Black,0,3,Fleetuse,11587,7, TN,25.5
 2C3CDXBG9KH721151,Dodge,Charger,SXT RWD,2019,40731, Automatic,RWD,Gas,Silver,Black,1,3,Fleetuse,22000,3, TX,24.5
 3TMCZ5AN7KM234307,Toyota,Tacoma,SR Double Cab 5' Bed V6 4WD Manual,2019,46996, Manual,4WD,Gas,Gray,Gray,0,1,Personaluse,34500,3, TN,18.5
 1FTFW1E53KKF05203,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,34195, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,35444,3, GA,20.5
 3GNAXJEV8JL119131,Chevrolet,Equinox,LT with 1LT FWD,2018,74465, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,19788,4, FL,29.0
